2,4,10,13,17,27,41,49,70,84,85
1,7,10,15,19,22,42,52,61,72,86
3,4,11,13,17,24,42,49,69,79,85
3,5,8,13,16,28,34,56,67,81,86
1,5,10,13,18,32,37,58,60,76,87
1,4,9,13,16,29,43,51,70,74,85
2,5,9,15,18,25,34,53,60,81,86
0,6,8,13,19,20,34,54,60,82,86
1,4,9,14,16,22,38,49,62,81,86
1,6,10,14,18,30,35,54,60,78,85
0,5,9,15,16,30,41,46,60,72,86
2,7,8,12,19,22,33,55,59,77,86
3,4,9,13,16,29,35,58,70,75,85
1,6,8,15,17,32,42,53,59,72,86
1,6,8,14,18,21,41,53,65,73,86
2,7,11,15,19,29,33,52,68,76,86
2,5,9,13,19,21,37,53,64,81,85
3,7,9,15,16,27,35,52,63,75,85
3,7,9,14,16,26,40,55,68,74,86
2,5,9,15,18,21,41,50,60,77,86
1,4,9,14,19,25,45,57,69,78,85
0,6,11,12,16,22,35,51,69,81,86
1,4,11,12,16,32,38,47,65,74,85
0,7,9,14,17,23,33,49,69,76,86
2,4,8,14,16,25,34,56,62,78,85
3,7,8,14,18,29,37,51,70,84,85
3,6,10,14,17,27,42,51,63,80,85
0,5,10,12,19,26,44,49,67,79,85
0,6,9,12,17,23,45,53,67,75,86
0,4,8,15,17,23,35,58,71,83,86
2,4,9,13,16,21,33,52,67,80,86
2,4,10,14,16,22,37,50,67,73,86
3,6,11,13,19,23,35,52,65,74,87
3,5,8,14,18,22,36,55,59,81,86
3,5,8,15,16,28,37,50,61,75,86
3,6,10,12,16,26,42,56,60,77,85
3,6,9,12,19,28,41,55,71,81,87
3,6,8,14,17,30,44,56,59,74,86
2,5,11,15,16,23,33,58,70,79,85
1,5,8,13,17,26,33,50,66,74,85
0,5,8,13,19,25,41,55,68,81,88
2,5,9,12,16,22,33,50,61,72,87
1,6,11,13,19,28,43,52,59,80,86
3,6,11,14,18,32,40,51,65,72,85
2,7,11,15,16,26,34,58,67,78,86
2,4,11,13,18,29,39,56,60,84,85
0,7,11,12,16,25,41,51,62,78,86
3,5,8,15,18,27,35,49,71,81,85
0,5,9,14,16,21,36,56,67,83,85
1,6,9,13,18,29,39,51,69,83,85
1,5,10,14,18,31,33,54,60,75,85
1,6,10,15,16,22,41,57,64,73,85
0,7,9,15,19,32,38,55,60,83,85
2,6,9,15,17,20,36,49,70,74,86
2,5,11,13,16,22,39,46,63,73,85
0,5,8,14,18,31,38,56,62,82,86
2,5,9,14,19,30,43,57,67,77,86
3,4,11,13,18,30,42,49,69,72,86
0,5,10,14,17,31,35,50,59,82,85
3,4,11,13,19,21,37,52,61,77,85
2,4,10,15,19,31,44,46,65,82,86
1,4,9,14,18,23,33,54,67,78,86
3,5,9,14,18,30,35,54,59,84,85
2,6,9,12,16,31,35,55,65,79,85
0,7,11,15,18,21,43,52,68,78,86
2,6,11,13,18,24,38,53,68,84,85
3,5,9,14,18,21,35,53,62,84,85
3,7,10,15,18,25,36,57,67,81,85
2,6,9,15,16,25,35,54,65,74,86
2,4,8,12,17,27,41,51,62,73,85
3,7,9,13,17,26,42,50,61,72,85
3,4,8,14,17,31,34,46,62,74,85
3,4,9,12,19,22,39,46,66,75,85
0,5,8,12,18,21,40,54,68,80,86
0,6,10,15,19,22,34,56,63,74,86
0,6,8,13,16,25,40,48,67,76,85
3,5,8,12,19,21,44,55,66,82,85
1,6,11,12,17,20,40,55,65,84,85
1,5,9,13,19,23,34,56,68,73,86
1,7,8,15,18,29,38,58,63,83,85
0,5,10,14,17,31,38,49,67,80,86
0,4,11,14,17,27,43,54,69,79,87
3,6,8,13,16,25,37,49,59,80,85
3,7,11,15,16,25,40,50,70,75,85
2,6,8,13,16,21,45,51,64,79,86
1,4,8,13,19,30,40,46,70,72,86
3,7,11,14,17,24,33,51,66,74,85
2,5,8,15,17,30,35,51,70,78,85
1,6,11,13,17,24,38,47,60,79,86
2,4,9,15,18,20,38,46,59,80,88
0,5,11,13,18,21,34,47,59,72,91
0,5,9,12,17,28,35,55,59,76,85
2,7,9,14,17,20,41,50,62,79,85
3,4,11,15,17,23,34,52,69,73,86
3,6,8,12,16,24,40,53,67,77,86
1,4,8,14,19,27,40,52,69,72,86
2,5,9,12,17,27,45,53,63,81,86
2,5,9,15,19,24,33,57,59,82,86
2,5,8,12,18,32,40,48,65,79,86
2,7,9,12,16,23,33,51,64,76,86
3,4,10,12,17,31,35,57,67,74,87
3,6,11,15,19,25,41,50,66,78,89
3,7,8,14,17,20,36,57,67,82,85
3,4,8,14,17,20,40,49,61,72,86
3,4,9,12,16,28,35,57,62,73,85
2,4,9,13,17,22,45,52,62,76,85
3,7,11,14,19,24,38,58,70,80,85
1,5,11,12,16,27,41,55,59,84,85
0,5,10,12,18,24,45,48,70,82,85
3,5,8,14,16,29,34,51,63,73,86
2,6,10,12,16,31,35,58,68,82,85
2,6,9,15,18,28,34,51,71,84,86
0,4,8,13,18,21,38,57,67,82,85
2,7,8,14,16,29,42,48,70,73,86
1,7,9,13,18,31,34,49,71,72,85
3,6,9,15,18,20,43,51,63,80,85
1,6,9,14,18,27,39,56,70,81,85
0,6,9,14,18,29,39,48,64,80,85
0,6,9,14,19,20,40,53,59,84,87
2,7,11,14,19,20,33,55,60,83,86
3,4,8,13,16,32,42,54,65,82,85
1,5,9,14,18,29,38,57,64,72,86
2,6,9,15,18,32,41,49,71,78,86
0,7,9,12,18,24,33,48,71,80,85
1,5,10,12,17,24,35,56,63,80,86
3,7,10,15,18,20,37,57,67,73,85
3,4,9,15,16,25,40,56,63,72,85
2,5,10,12,17,21,33,57,67,82,85
0,5,10,15,16,22,33,47,67,78,85
0,6,9,13,16,25,38,48,71,81,86
1,4,11,12,18,26,38,52,70,81,86
1,6,10,12,16,27,37,47,61,84,85
3,6,8,14,19,30,36,57,71,79,85
3,6,9,12,18,26,40,56,69,78,87
1,4,9,15,17,20,36,55,69,80,85
3,6,11,14,16,24,33,53,71,72,86
3,7,8,14,17,29,37,51,68,76,87
0,7,11,12,19,26,42,52,59,73,86
3,7,10,15,17,23,38,51,61,74,87
0,6,10,14,16,21,43,47,64,76,86
2,5,8,15,18,31,40,55,61,73,85
1,5,10,13,16,25,43,54,66,81,85
3,4,10,15,17,29,42,56,63,72,86
0,7,10,14,16,27,45,58,68,81,87
1,4,8,12,19,23,35,47,59,76,89
0,4,10,14,17,22,36,46,68,83,85
0,7,9,12,19,23,38,58,69,78,85
0,7,10,13,16,31,33,50,68,78,85
2,6,8,15,19,21,44,56,62,81,85
3,5,10,12,18,31,44,57,59,78,88
1,7,10,12,17,32,41,52,64,79,85
3,5,11,14,18,26,37,56,64,84,85
0,7,8,15,17,31,35,50,69,73,85
3,5,8,15,16,31,40,53,71,83,87
0,7,11,12,19,20,33,50,64,80,86
0,5,10,12,17,24,33,48,69,84,85
2,5,8,15,18,27,33,50,70,76,86
0,5,8,12,16,31,42,56,63,79,85
2,6,9,15,17,22,38,46,70,83,86
0,7,10,13,18,30,35,57,60,74,86
2,4,10,14,16,28,42,46,65,82,85
3,6,9,15,16,26,41,52,63,82,86
2,4,8,12,18,25,35,57,60,78,85
1,5,8,13,18,27,42,49,65,73,85
3,4,10,15,17,32,35,50,67,74,86
3,7,8,15,17,26,36,50,67,73,85
0,5,11,15,16,29,44,46,65,77,85
2,6,9,13,16,20,36,57,66,82,85
1,4,10,15,16,30,38,55,59,72,86
0,5,9,15,18,32,38,50,63,83,86
1,7,11,12,19,22,34,58,65,72,85
3,5,11,13,19,25,33,49,71,72,86
1,5,8,12,18,28,40,52,69,84,85
0,7,11,15,17,22,33,51,66,74,86
1,4,9,14,16,25,44,50,71,79,85
2,5,8,15,16,21,39,51,71,78,86
0,6,8,15,16,23,40,47,65,77,85
2,5,10,14,17,29,45,51,69,82,86
2,4,8,14,17,26,34,56,71,80,85
0,6,11,12,18,25,40,52,67,83,85
0,6,11,13,17,28,36,55,59,73,85
3,6,8,14,18,28,38,48,70,82,85
1,4,11,14,16,31,45,56,69,79,86
0,5,11,13,18,27,33,53,63,77,86
2,7,8,13,16,25,45,55,61,78,85
3,6,11,12,19,22,35,47,59,81,86
3,7,9,13,19,23,38,54,68,80,86
1,6,8,13,18,22,34,48,66,76,86
1,4,11,13,19,30,37,56,64,74,86
0,4,10,14,19,29,38,56,62,80,85
0,5,10,15,19,28,40,53,64,78,86
2,4,8,13,19,31,42,52,68,83,87
3,4,8,14,19,30,43,46,67,72,87
0,5,9,12,19,20,38,57,60,75,85
2,7,11,12,19,21,45,57,66,79,86
0,5,11,12,16,32,43,49,60,83,85
0,6,8,14,19,24,44,57,68,77,86
3,4,8,13,16,31,40,47,61,77,85
0,6,8,12,19,27,33,50,65,77,85
0,4,9,14,16,30,44,47,62,73,86
0,5,11,15,19,22,36,57,69,73,85
2,4,11,13,18,32,41,52,60,78,86
3,4,11,13,19,28,38,56,60,78,85
1,7,10,13,18,24,40,54,62,79,86
1,7,8,13,18,27,42,51,69,75,85
1,4,8,15,16,29,39,55,68,73,88
0,5,10,12,17,26,44,51,63,78,86
2,5,10,14,17,30,42,50,71,75,85
0,4,9,13,17,32,43,57,68,72,89
1,4,9,15,18,28,33,55,70,83,86
1,6,10,15,16,31,42,50,65,73,85
3,4,9,14,19,30,34,53,59,80,85
0,4,11,13,16,22,41,55,66,75,85
0,4,8,13,17,24,41,53,67,77,86
3,7,10,13,16,29,41,56,65,81,86
3,4,11,14,16,24,42,52,59,74,85
3,4,9,15,19,20,43,54,63,79,85
3,7,9,14,18,31,37,53,70,75,86
1,6,11,13,16,26,33,48,60,80,85
2,5,10,14,19,21,41,53,62,75,86
0,6,9,12,19,32,33,52,61,74,86
2,5,10,15,17,22,42,56,69,73,86
3,6,9,14,19,20,38,57,68,73,85
1,5,9,15,17,32,39,46,64,73,85
1,4,11,14,17,29,36,55,63,75,87
0,5,11,12,18,24,34,50,68,72,86
2,7,10,14,19,26,41,49,60,83,85
1,7,9,12,16,22,38,52,71,72,85
3,4,9,14,19,21,45,50,63,82,86
0,7,10,12,18,26,41,56,69,78,87
2,5,9,12,16,20,33,51,69,79,86
1,7,8,15,17,32,42,46,67,76,85
1,7,8,13,16,25,35,51,65,75,86
3,7,9,12,16,27,37,53,59,73,86
2,5,11,12,16,20,42,55,68,74,88
2,5,11,12,16,26,42,53,62,82,85
1,7,10,12,17,30,41,54,66,75,86
3,7,8,15,17,27,34,57,65,83,86
0,5,10,12,18,30,36,48,64,78,85
2,5,10,14,16,28,38,58,59,84,86
3,7,11,13,18,23,44,50,61,80,85
1,4,10,15,18,32,38,49,60,82,85
0,5,9,15,17,29,37,52,62,83,85
3,6,9,13,17,29,41,49,65,81,86
1,7,9,12,19,32,38,50,63,73,86
1,5,8,12,17,28,44,47,65,73,86
2,7,9,12,18,28,41,52,70,82,86
2,5,9,15,17,25,40,54,68,73,85
1,7,11,12,16,22,33,58,62,77,85
3,4,10,13,16,30,41,56,61,81,86
0,5,8,13,19,32,41,50,63,81,86
1,7,8,15,17,20,33,48,62,73,86
0,6,9,14,17,24,37,50,64,77,91
0,5,11,13,16,25,34,56,67,79,85
0,4,11,14,16,30,33,55,65,75,85
0,7,11,14,18,25,41,51,59,84,86
2,5,9,12,16,23,43,55,64,73,85
0,7,10,14,19,20,37,46,64,75,86
2,7,8,14,19,24,40,46,66,73,86
2,7,9,14,18,24,38,51,59,78,86
0,7,11,15,16,25,33,55,67,76,85
1,6,11,12,19,21,40,48,62,84,85
1,6,9,14,19,29,36,54,69,80,86
0,7,11,12,18,27,33,58,67,80,86
3,7,9,12,18,32,39,55,61,80,85
1,6,9,14,16,25,40,58,65,80,85
1,6,11,12,17,20,35,54,71,79,85
2,6,8,15,16,21,44,51,65,75,85
3,6,8,14,17,28,41,52,68,76,86
2,4,11,14,16,28,45,49,68,80,86
1,7,8,15,19,23,35,54,66,81,85
2,7,9,14,19,23,42,58,70,82,85
3,4,8,13,17,25,37,47,65,73,86
2,4,9,13,19,22,39,52,62,80,86
2,6,10,12,16,24,39,57,66,76,86
3,5,10,15,16,26,35,55,69,73,85
1,5,8,15,19,22,44,47,71,78,85
3,4,11,14,19,20,45,54,62,74,85
0,7,9,12,16,30,35,50,63,79,86
1,6,9,15,16,22,41,55,70,82,85
3,7,9,14,19,27,39,55,69,77,85
2,4,8,15,17,25,38,48,62,82,86
0,5,8,14,17,29,40,48,63,72,85
2,5,11,13,16,26,40,55,69,80,89
2,7,9,12,17,22,38,56,60,76,85
2,6,9,14,18,23,44,47,64,78,85
0,7,8,14,19,23,43,46,66,79,86
1,7,8,13,17,23,35,50,59,74,86
3,4,8,12,18,30,33,47,65,73,86
0,5,8,14,16,28,33,55,63,83,85
1,4,10,12,17,28,42,57,69,73,85
3,6,9,14,19,20,42,46,65,79,86
2,6,11,14,18,27,43,48,64,83,85
0,4,8,15,18,30,41,46,65,75,85
3,7,9,15,16,25,34,48,65,80,85
0,4,11,14,17,23,45,50,61,72,85
2,7,10,13,16,28,36,53,62,72,86
0,6,9,15,17,31,35,49,60,81,85
2,5,9,12,19,26,36,52,70,76,86
1,6,11,12,16,32,41,56,69,75,86
2,7,10,15,19,24,41,47,69,84,85
3,4,11,15,16,28,45,51,59,73,85
3,6,10,13,18,32,40,52,63,77,85
2,5,9,14,16,32,42,46,62,78,85
1,6,8,13,17,28,39,50,71,77,85
2,4,11,15,18,28,39,53,69,83,85
3,5,9,15,16,24,42,54,67,83,86
1,6,9,14,18,21,41,55,63,83,85
3,4,10,13,19,22,41,53,63,78,85
3,5,8,12,18,26,44,52,59,76,86
3,7,8,15,17,26,37,49,62,73,86
3,5,9,15,17,27,33,47,68,76,85
1,7,10,14,19,21,34,50,67,80,87
0,4,10,13,16,32,37,46,70,80,85
1,5,11,14,19,23,42,56,60,80,85
1,5,11,12,19,28,34,48,66,81,85
2,5,9,12,18,32,33,50,69,81,85
2,4,11,15,17,21,43,46,60,76,86
3,6,11,14,19,21,33,50,69,74,85
3,6,9,14,17,32,37,58,64,79,86
0,4,9,14,19,28,43,52,63,80,86
1,5,8,13,19,21,45,51,65,83,85
1,4,10,13,16,26,42,56,68,73,86
0,6,9,14,19,27,43,58,70,80,85
2,4,9,13,17,22,33,57,61,78,86
2,6,9,12,16,25,37,48,61,82,86
2,4,11,12,17,20,36,57,61,78,85
1,5,10,12,19,22,40,49,71,79,86
0,6,10,14,19,25,39,55,66,84,85
3,5,10,12,19,30,37,57,66,80,85
1,7,9,13,16,22,39,50,64,75,89
2,4,11,15,16,26,40,53,67,80,87
3,6,11,14,18,27,45,49,62,78,86
2,7,9,12,17,29,38,56,65,76,85
1,5,8,13,17,32,34,48,68,76,85
2,6,11,15,16,26,45,47,69,82,86
2,5,9,15,19,25,45,53,62,80,85
1,7,10,15,17,20,44,55,68,80,86
1,6,11,13,19,26,45,47,68,80,85
1,6,9,12,18,23,35,53,61,76,86
3,6,10,12,16,28,36,54,60,84,86
1,5,8,12,18,29,40,56,64,78,85
3,7,8,12,16,23,44,50,71,79,85
2,4,10,15,19,21,36,56,63,74,85
0,5,9,15,17,26,44,58,68,77,85
2,5,10,13,19,20,35,56,70,81,85
3,6,10,12,18,32,43,48,61,75,86
0,5,8,15,16,21,36,52,61,75,86
1,4,8,14,16,22,38,55,63,84,85
2,5,9,14,17,22,42,58,66,76,85
2,5,10,14,17,21,39,49,69,81,85
0,5,8,15,17,30,41,49,67,78,86
3,5,10,14,19,22,41,46,70,81,85
2,5,9,13,17,21,35,49,64,76,89
0,6,10,15,17,23,33,48,67,84,85
2,4,9,12,19,30,40,49,59,78,85
1,7,9,12,18,28,44,48,63,76,86
0,5,11,14,16,27,38,47,63,80,85
3,4,9,13,16,26,39,54,70,81,86
0,7,10,12,16,24,38,51,70,75,86
0,5,10,14,16,21,39,57,62,75,86
1,6,8,14,19,31,40,58,60,74,85
1,5,9,12,18,23,42,52,63,81,86
2,4,9,15,17,30,40,51,69,81,86
2,6,10,15,19,30,44,52,66,73,85
3,5,11,12,19,31,40,51,70,75,86
3,6,10,15,19,27,41,46,65,76,85
3,4,8,14,16,27,41,56,66,83,86
2,6,10,14,17,21,38,54,62,77,86
0,5,8,14,16,32,38,52,70,81,85
3,6,10,14,19,25,41,48,63,81,85
3,7,9,13,19,20,36,48,60,79,85
0,6,9,14,18,22,43,48,65,76,86
0,6,11,12,17,20,36,48,68,77,85
3,6,11,15,16,27,44,55,63,75,85
1,5,11,13,17,31,41,49,68,82,85
1,7,9,14,19,20,41,56,67,84,86
2,6,11,12,17,21,45,58,61,73,87
3,6,8,13,18,25,34,57,70,77,87
2,5,8,14,16,24,43,57,60,84,85
1,4,8,12,19,28,40,46,71,82,85
0,5,11,13,16,20,40,51,69,76,85
1,7,9,13,19,20,42,49,60,77,85
0,7,8,13,16,28,38,55,63,72,85
2,4,11,15,19,20,34,47,67,74,86
1,5,9,15,17,32,33,53,66,81,86
1,7,9,14,19,23,37,47,69,80,85
0,5,11,12,16,24,41,56,70,78,85
1,5,9,15,19,31,34,55,71,79,85
1,4,10,12,16,24,35,53,60,78,85
1,5,10,12,18,20,38,57,66,75,85
3,6,11,12,16,20,45,52,63,72,86
0,7,9,15,16,31,42,46,65,81,86
0,7,8,14,19,22,35,46,63,82,86
3,5,10,14,19,30,36,49,60,75,88
0,6,10,14,16,26,39,53,69,81,86
1,7,9,14,19,31,34,53,71,74,85
2,5,9,12,18,27,44,58,67,82,85
0,6,9,13,17,23,36,49,69,81,88
1,6,8,12,19,23,38,50,68,75,86
1,6,11,12,19,26,43,47,70,74,85
3,6,8,14,16,25,40,51,62,75,87
1,6,8,14,19,23,36,52,64,79,86
0,5,11,14,16,24,37,52,65,78,91
0,7,10,13,17,27,42,48,64,84,85
0,6,10,15,18,24,45,56,70,78,85
3,5,8,13,18,21,39,53,62,79,86
0,4,8,13,19,30,45,55,67,74,85
1,4,8,12,19,28,33,55,71,84,86
3,4,9,14,18,21,37,53,59,80,85
3,5,11,13,16,24,38,47,70,78,85
3,6,9,15,17,25,43,53,63,74,85
3,5,10,15,19,21,45,55,66,75,85
1,5,9,12,17,21,35,49,61,79,86
2,4,9,12,17,31,42,49,65,78,86
0,4,10,14,19,30,37,51,71,77,86
3,4,10,14,17,31,44,57,64,72,88
0,6,10,13,17,26,42,52,66,75,86
0,4,10,13,16,31,36,51,59,84,85
2,7,9,12,16,24,37,58,70,79,86
1,4,10,13,19,28,37,57,71,83,86
2,6,9,13,16,24,41,46,68,75,85
2,7,11,12,18,31,36,56,66,82,86
3,6,10,13,17,27,45,47,64,82,85
2,4,8,14,19,20,41,49,60,83,85
1,7,11,12,17,28,43,51,66,75,85
3,4,10,12,18,21,41,46,61,80,86
0,6,11,14,19,20,38,56,71,74,85
0,5,9,15,16,28,33,53,61,82,85
1,4,11,13,17,31,34,51,71,78,85
2,5,10,14,17,27,33,48,70,79,86
3,5,9,15,17,23,45,57,61,76,85
1,5,11,13,18,23,44,58,63,77,85
3,4,9,12,16,22,39,47,59,80,85
3,7,9,12,16,31,36,51,59,81,85
1,7,10,14,19,28,44,52,62,75,86
2,4,8,12,18,28,38,58,65,76,85
0,4,11,15,19,23,34,55,62,76,86
3,7,9,12,18,30,34,50,60,84,86
1,7,11,12,19,24,41,47,59,81,85
1,6,10,12,16,31,33,50,62,81,85
0,7,10,12,17,29,43,47,63,81,86
0,7,10,12,16,27,37,52,67,78,86
0,4,11,14,17,31,38,49,60,76,85
2,6,11,12,19,25,44,50,60,75,85
2,6,9,15,17,23,43,55,60,78,85
1,7,11,15,17,30,34,49,63,81,85
3,7,9,15,16,27,34,57,61,76,85
3,4,9,14,18,27,39,47,59,79,86
3,6,11,13,19,23,39,57,60,81,85
0,4,10,13,16,31,45,49,61,81,85
0,7,8,13,18,26,38,46,60,81,85
1,7,11,15,17,31,40,51,59,78,85
1,5,9,13,18,21,42,46,69,76,85
0,4,9,13,17,25,45,46,66,74,85
0,4,9,13,19,26,36,53,64,81,85
2,7,8,13,17,31,35,58,69,77,85
2,4,9,12,18,27,34,49,62,84,86
2,6,9,13,19,26,40,52,68,83,86
0,4,9,15,19,23,40,55,70,79,86
1,7,9,12,18,21,40,58,70,73,86
0,4,10,13,19,29,44,56,60,79,85
0,7,10,12,18,22,35,48,67,76,88
2,7,10,14,19,21,35,58,66,81,85
2,5,11,14,19,24,43,49,66,80,85
0,7,11,13,16,27,33,53,67,83,86
1,4,10,15,19,28,39,55,69,80,86
2,6,8,15,19,21,42,48,71,74,86
2,5,11,13,17,27,43,54,64,83,85
0,7,10,14,17,30,37,49,65,84,85
2,5,8,13,18,27,44,54,64,75,85
2,5,11,13,18,25,43,58,71,82,87
0,4,11,15,19,32,37,50,66,77,86
0,6,10,12,19,23,39,57,68,76,85
1,6,10,12,17,21,44,53,59,77,85
2,6,10,14,17,32,43,46,61,78,85
2,6,11,14,16,30,45,50,66,73,85
0,5,8,13,19,20,43,53,71,79,86
2,4,8,15,16,32,36,48,63,78,85
3,4,9,12,18,26,44,58,61,75,85
0,7,10,13,18,20,35,46,64,83,86
1,4,8,12,16,26,35,46,62,81,85
3,6,11,12,17,31,33,51,64,79,86
1,7,9,15,17,24,41,53,59,84,85
1,6,9,15,19,29,40,49,60,79,86
2,7,9,12,17,25,38,49,63,80,86
0,7,10,14,19,21,43,55,63,79,85
1,5,9,15,18,24,40,51,71,74,85
2,5,8,12,19,30,42,53,59,83,85
1,6,9,12,19,20,45,55,64,77,86
2,6,11,15,17,28,37,51,68,77,86
2,5,8,14,16,29,34,48,62,84,85
3,7,10,15,17,25,36,49,70,73,86
1,5,11,12,18,24,44,53,66,76,87
1,7,10,12,19,30,35,48,69,79,87
2,7,10,14,16,29,43,53,60,77,85
1,4,8,15,17,30,42,46,71,75,85
1,5,11,13,16,27,35,51,62,80,85
1,4,11,15,16,29,42,57,60,76,86
3,5,10,15,19,24,40,47,70,79,86
2,6,11,13,19,25,37,55,65,78,86
2,7,11,14,19,31,35,55,71,73,85
3,6,9,14,17,24,41,46,63,84,86
3,5,10,14,18,29,36,49,71,72,86
2,5,9,13,19,26,39,55,71,79,86
0,4,11,12,16,25,42,54,65,72,85
3,7,9,15,16,32,41,47,68,84,86
0,6,10,13,19,27,39,47,59,79,86
1,7,11,14,17,24,43,51,63,82,87
2,6,9,14,19,30,36,47,60,78,86
2,4,9,14,17,29,35,50,59,77,85
3,4,10,14,18,31,37,50,69,84,86
0,4,11,12,19,24,40,53,69,78,86
3,6,8,12,18,31,35,46,67,82,85
1,5,10,13,16,31,34,58,65,79,85
1,5,9,14,18,30,45,55,60,78,85
2,6,9,15,16,24,40,51,69,76,86
3,6,9,12,19,20,45,48,63,80,85
3,4,10,14,19,28,34,47,63,72,86
